Period,value,MAGNTUDE,Group,Region,Industry
2022,18604.0,6,"Gross domestic product, by region and industry",New Zealand,"Information Media, Telecommunications and Other Services"
2000,4956.0,6,"Gross domestic product, by region and industry",New Zealand,Financial and Insurance Services
2001,5390.0,6,"Gross domestic product, by region and industry",New Zealand,Financial and Insurance Services
2002,5906.0,6,"Gross domestic product, by region and industry",New Zealand,Financial and Insurance Services
2003,6430.0,6,"Gross domestic product, by region and industry",New Zealand,Financial and Insurance Services
2004,7289.0,6,"Gross domestic product, by region and industry",New Zealand,Financial and Insurance Services
2005,7803.0,6,"Gross domestic product, by region and industry",New Zealand,Financial and Insurance Services
2006,7941.0,6,"Gross domestic product, by region and industry",New Zealand,Financial and Insurance Services
2007,7950.0,6,"Gross domestic product, by region and industry",New Zealand,Financial and Insurance Services
2008,8149.0,6,"Gross domestic product, by region and industry",New Zealand,Financial and Insurance Services
2009,9083.0,6,"Gross domestic product, by region and industry",New Zealand,Financial and Insurance Services
2010,11119.0,6,"Gross domestic product, by region and industry",New Zealand,Financial and Insurance Services
2011,9975.0,6,"Gross domestic product, by region and industry",New Zealand,Financial and Insurance Services
2012,10625.0,6,"Gross domestic product, by region and industry",New Zealand,Financial and Insurance Services
2013,10921.0,6,"Gross domestic product, by region and industry",New Zealand,Financial and Insurance Services
2014,12265.0,6,"Gross domestic product, by region and industry",New Zealand,Financial and Insurance Services
2015,13514.0,6,"Gross domestic product, by region and industry",New Zealand,Financial and Insurance Services
2016,13962.0,6,"Gross domestic product, by region and industry",New Zealand,Financial and Insurance Services
2017,14487.0,6,"Gross domestic product, by region and industry",New Zealand,Financial and Insurance Services
2018,16262.0,6,"Gross domestic product, by region and industry",New Zealand,Financial and Insurance Services
2019,17161.0,6,"Gross domestic product, by region and industry",New Zealand,Financial and Insurance Services
2020,17594.0,6,"Gross domestic product, by region and industry",New Zealand,Financial and Insurance Services
2021,18121.0,6,"Gross domestic product, by region and industry",New Zealand,Financial and Insurance Services
2022,20252.0,6,"Gross domestic product, by region and industry",New Zealand,Financial and Insurance Services
2000,6355.0,6,"Gross domestic product, by region and industry",New Zealand,"Rental, Hiring and Real Estate Services"
2001,6711.0,6,"Gross domestic product, by region and industry",New Zealand,"Rental, Hiring and Real Estate Services"
2002,7187.0,6,"Gross domestic product, by region and industry",New Zealand,"Rental, Hiring and Real Estate Services"
2003,7856.0,6,"Gross domestic product, by region and industry",New Zealand,"Rental, Hiring and Real Estate Services"
2004,8641.0,6,"Gross domestic product, by region and industry",New Zealand,"Rental, Hiring and Real Estate Services"
2005,9399.0,6,"Gross domestic product, by region and industry",New Zealand,"Rental, Hiring and Real Estate Services"
2006,10403.0,6,"Gross domestic product, by region and industry",New Zealand,"Rental, Hiring and Real Estate Services"
2007,11344.0,6,"Gross domestic product, by region and industry",New Zealand,"Rental, Hiring and Real Estate Services"
2008,11354.0,6,"Gross domestic product, by region and industry",New Zealand,"Rental, Hiring and Real Estate Services"
2009,12185.0,6,"Gross domestic product, by region and industry",New Zealand,"Rental, Hiring and Real Estate Services"
2010,13413.0,6,"Gross domestic product, by region and industry",New Zealand,"Rental, Hiring and Real Estate Services"
2011,13648.0,6,"Gross domestic product, by region and industry",New Zealand,"Rental, Hiring and Real Estate Services"
2012,14757.0,6,"Gross domestic product, by region and industry",New Zealand,"Rental, Hiring and Real Estate Services"
2013,15134.0,6,"Gross domestic product, by region and industry",New Zealand,"Rental, Hiring and Real Estate Services"
2014,16128.0,6,"Gross domestic product, by region and industry",New Zealand,"Rental, Hiring and Real Estate Services"
2015,16526.0,6,"Gross domestic product, by region and industry",New Zealand,"Rental, Hiring and Real Estate Services"
2016,17919.0,6,"Gross domestic product, by region and industry",New Zealand,"Rental, Hiring and Real Estate Services"
2017,19690.0,6,"Gross domestic product, by region and industry",New Zealand,"Rental, Hiring and Real Estate Services"
2018,20538.0,6,"Gross domestic product, by region and industry",New Zealand,"Rental, Hiring and Real Estate Services"
2019,21988.0,6,"Gross domestic product, by region and industry",New Zealand,"Rental, Hiring and Real Estate Services"
2020,23654.0,6,"Gross domestic product, by region and industry",New Zealand,"Rental, Hiring and Real Estate Services"
2021,24686.0,6,"Gross domestic product, by region and industry",New Zealand,"Rental, Hiring and Real Estate Services"
2022,26033.0,6,"Gross domestic product, by region and industry",New Zealand,"Rental, Hiring and Real Estate Services"
2000,8416.0,6,"Gross domestic product, by region and industry",New Zealand,Owner-Occupied Property Operation
2001,8522.0,6,"Gross domestic product, by region and industry",New Zealand,Owner-Occupied Property Operation
2002,8707.0,6,"Gross domestic product, by region and industry",New Zealand,Owner-Occupied Property Operation
2003,9221.0,6,"Gross domestic product, by region and industry",New Zealand,Owner-Occupied Property Operation
2004,9840.0,6,"Gross domestic product, by region and industry",New Zealand,Owner-Occupied Property Operation
2005,10556.0,6,"Gross domestic product, by region and industry",New Zealand,Owner-Occupied Property Operation
2006,11260.0,6,"Gross domestic product, by region and industry",New Zealand,Owner-Occupied Property Operation
2007,11926.0,6,"Gross domestic product, by region and industry",New Zealand,Owner-Occupied Property Operation
2008,12796.0,6,"Gross domestic product, by region and industry",New Zealand,Owner-Occupied Property Operation
2009,12917.0,6,"Gross domestic product, by region and industry",New Zealand,Owner-Occupied Property Operation
2010,12192.0,6,"Gross domestic product, by region and industry",New Zealand,Owner-Occupied Property Operation
2011,13484.0,6,"Gross domestic product, by region and industry",New Zealand,Owner-Occupied Property Operation
2012,14344.0,6,"Gross domestic product, by region and industry",New Zealand,Owner-Occupied Property Operation
2013,15260.0,6,"Gross domestic product, by region and industry",New Zealand,Owner-Occupied Property Operation
2014,16147.0,6,"Gross domestic product, by region and industry",New Zealand,Owner-Occupied Property Operation
2015,17148.0,6,"Gross domestic product, by region and industry",New Zealand,Owner-Occupied Property Operation
2016,18106.0,6,"Gross domestic product, by region and industry",New Zealand,Owner-Occupied Property Operation
2017,19297.0,6,"Gross domestic product, by region and industry",New Zealand,Owner-Occupied Property Operation
2018,20772.0,6,"Gross domestic product, by region and industry",New Zealand,Owner-Occupied Property Operation
2019,22127.0,6,"Gross domestic product, by region and industry",New Zealand,Owner-Occupied Property Operation
2020,23810.0,6,"Gross domestic product, by region and industry",New Zealand,Owner-Occupied Property Operation
2021,25464.0,6,"Gross domestic product, by region and industry",New Zealand,Owner-Occupied Property Operation
2022,27240.0,6,"Gross domestic product, by region and industry",New Zealand,Owner-Occupied Property Operation
2000,7594.0,6,"Gross domestic product, by region and industry",New Zealand,"Professional, Scientific, and Technical Services"
2001,7596.0,6,"Gross domestic product, by region and industry",New Zealand,"Professional, Scientific, and Technical Services"
2002,8426.0,6,"Gross domestic product, by region and industry",New Zealand,"Professional, Scientific, and Technical Services"
2003,9095.0,6,"Gross domestic product, by region and industry",New Zealand,"Professional, Scientific, and Technical Services"
2004,9672.0,6,"Gross domestic product, by region and industry",New Zealand,"Professional, Scientific, and Technical Services"
2005,10415.0,6,"Gross domestic product, by region and industry",New Zealand,"Professional, Scientific, and Technical Services"
2006,11353.0,6,"Gross domestic product, by region and industry",New Zealand,"Professional, Scientific, and Technical Services"
2007,12397.0,6,"Gross domestic product, by region and industry",New Zealand,"Professional, Scientific, and Technical Services"
2008,13721.0,6,"Gross domestic product, by region and industry",New Zealand,"Professional, Scientific, and Technical Services"
2009,14815.0,6,"Gross domestic product, by region and industry",New Zealand,"Professional, Scientific, and Technical Services"
2010,14735.0,6,"Gross domestic product, by region and industry",New Zealand,"Professional, Scientific, and Technical Services"
2011,15529.0,6,"Gross domestic product, by region and industry",New Zealand,"Professional, Scientific, and Technical Services"
2012,15869.0,6,"Gross domestic product, by region and industry",New Zealand,"Professional, Scientific, and Technical Services"
2013,16555.0,6,"Gross domestic product, by region and industry",New Zealand,"Professional, Scientific, and Technical Services"
2014,17763.0,6,"Gross domestic product, by region and industry",New Zealand,"Professional, Scientific, and Technical Services"
2015,18570.0,6,"Gross domestic product, by region and industry",New Zealand,"Professional, Scientific, and Technical Services"
2016,19932.0,6,"Gross domestic product, by region and industry",New Zealand,"Professional, Scientific, and Technical Services"
2017,21780.0,6,"Gross domestic product, by region and industry",New Zealand,"Professional, Scientific, and Technical Services"
2018,23382.0,6,"Gross domestic product, by region and industry",New Zealand,"Professional, Scientific, and Technical Services"
2019,25041.0,6,"Gross domestic product, by region and industry",New Zealand,"Professional, Scientific, and Technical Services"
2020,27100.0,6,"Gross domestic product, by region and industry",New Zealand,"Professional, Scientific, and Technical Services"
2021,28022.0,6,"Gross domestic product, by region and industry",New Zealand,"Professional, Scientific, and Technical Services"
2022,31774.0,6,"Gross domestic product, by region and industry",New Zealand,"Professional, Scientific, and Technical Services"
2000,2064.0,6,"Gross domestic product, by region and industry",New Zealand,Administrative and Support Services
2001,2067.0,6,"Gross domestic product, by region and industry",New Zealand,Administrative and Support Services
2002,2321.0,6,"Gross domestic product, by region and industry",New Zealand,Administrative and Support Services
2003,2553.0,6,"Gross domestic product, by region and industry",New Zealand,Administrative and Support Services
2004,2733.0,6,"Gross domestic product, by region and industry",New Zealand,Administrative and Support Services
2005,2944.0,6,"Gross domestic product, by region and industry",New Zealand,Administrative and Support Services
2006,3217.0,6,"Gross domestic product, by region and industry",New Zealand,Administrative and Support Services
2007,3627.0,6,"Gross domestic product, by region and industry",New Zealand,Administrative and Support Services
2008,3903.0,6,"Gross domestic product, by region and industry",New Zealand,Administrative and Support Services
2009,3768.0,6,"Gross domestic product, by region and industry",New Zealand,Administrative and Support Services
2010,3633.0,6,"Gross domestic product, by region and industry",New Zealand,Administrative and Support Services
2011,3959.0,6,"Gross domestic product, by region and industry",New Zealand,Administrative and Support Services
2012,4172.0,6,"Gross domestic product, by region and industry",New Zealand,Administrative and Support Services
2013,4165.0,6,"Gross domestic product, by region and industry",New Zealand,Administrative and Support Services
2014,4283.0,6,"Gross domestic product, by region and industry",New Zealand,Administrative and Support Services
2015,4556.0,6,"Gross domestic product, by region and industry",New Zealand,Administrative and Support Services
2016,4889.0,6,"Gross domestic product, by region and industry",New Zealand,Administrative and Support Services
2017,5330.0,6,"Gross domestic product, by region and industry",New Zealand,Administrative and Support Services
2018,5728.0,6,"Gross domestic product, by region and industry",New Zealand,Administrative and Support Services
2019,6116.0,6,"Gross domestic product, by region and industry",New Zealand,Administrative and Support Services
2020,6289.0,6,"Gross domestic product, by region and industry",New Zealand,Administrative and Support Services
2021,5633.0,6,"Gross domestic product, by region and industry",New Zealand,Administrative and Support Services
2022,6671.0,6,"Gross domestic product, by region and industry",New Zealand,Administrative and Support Services
2000,4313.0,6,"Gross domestic product, by region and industry",New Zealand,Public Administration and Safety
2001,4505.0,6,"Gross domestic product, by region and industry",New Zealand,Public Administration and Safety
2002,4794.0,6,"Gross domestic product, by region and industry",New Zealand,Public Administration and Safety
2003,5039.0,6,"Gross domestic product, by region and industry",New Zealand,Public Administration and Safety
2004,5310.0,6,"Gross domestic product, by region and industry",New Zealand,Public Administration and Safety
2005,5769.0,6,"Gross domestic product, by region and industry",New Zealand,Public Administration and Safety
2006,6414.0,6,"Gross domestic product, by region and industry",New Zealand,Public Administration and Safety
2007,7054.0,6,"Gross domestic product, by region and industry",New Zealand,Public Administration and Safety
2008,7697.0,6,"Gross domestic product, by region and industry",New Zealand,Public Administration and Safety
2009,8428.0,6,"Gross domestic product, by region and industry",New Zealand,Public Administration and Safety
2010,8732.0,6,"Gross domestic product, by region and industry",New Zealand,Public Administration and Safety
2011,8835.0,6,"Gross domestic product, by region and industry",New Zealand,Public Administration and Safety
2012,9041.0,6,"Gross domestic product, by region and industry",New Zealand,Public Administration and Safety
2013,9147.0,6,"Gross domestic product, by region and industry",New Zealand,Public Administration and Safety
2014,9399.0,6,"Gross domestic product, by region and industry",New Zealand,Public Administration and Safety
2015,9824.0,6,"Gross domestic product, by region and industry",New Zealand,Public Administration and Safety
2016,10322.0,6,"Gross domestic product, by region and industry",New Zealand,Public Administration and Safety
2017,10902.0,6,"Gross domestic product, by region and industry",New Zealand,Public Administration and Safety
2018,11531.0,6,"Gross domestic product, by region and industry",New Zealand,Public Administration and Safety
2019,12279.0,6,"Gross domestic product, by region and industry",New Zealand,Public Administration and Safety
2020,13457.0,6,"Gross domestic product, by region and industry",New Zealand,Public Administration and Safety
2021,14219.0,6,"Gross domestic product, by region and industry",New Zealand,Public Administration and Safety
2022,15185.0,6,"Gross domestic product, by region and industry",New Zealand,Public Administration and Safety
2000,4838.0,6,"Gross domestic product, by region and industry",New Zealand,Education and Training
2001,5066.0,6,"Gross domestic product, by region and industry",New Zealand,Education and Training
2002,5207.0,6,"Gross domestic product, by region and industry",New Zealand,Education and Training
2003,5553.0,6,"Gross domestic product, by region and industry",New Zealand,Education and Training
2004,6044.0,6,"Gross domestic product, by region and industry",New Zealand,Education and Training
2005,6564.0,6,"Gross domestic product, by region and industry",New Zealand,Education and Training
2006,6909.0,6,"Gross domestic product, by region and industry",New Zealand,Education and Training
2007,7532.0,6,"Gross domestic product, by region and industry",New Zealand,Education and Training
2008,8059.0,6,"Gross domestic product, by region and industry",New Zealand,Education and Training
2009,8698.0,6,"Gross domestic product, by region and industry",New Zealand,Education and Training
2010,9204.0,6,"Gross domestic product, by region and industry",New Zealand,Education and Training
2011,9595.0,6,"Gross domestic product, by region and industry",New Zealand,Education and Training
2012,9985.0,6,"Gross domestic product, by region and industry",New Zealand,Education and Training
2013,10154.0,6,"Gross domestic product, by region and industry",New Zealand,Education and Training
2014,10503.0,6,"Gross domestic product, by region and industry",New Zealand,Education and Training
2015,10998.0,6,"Gross domestic product, by region and industry",New Zealand,Education and Training
2016,11431.0,6,"Gross domestic product, by region and industry",New Zealand,Education and Training
2017,11924.0,6,"Gross domestic product, by region and industry",New Zealand,Education and Training
2018,12275.0,6,"Gross domestic product, by region and industry",New Zealand,Education and Training
2019,13099.0,6,"Gross domestic product, by region and industry",New Zealand,Education and Training
2020,13795.0,6,"Gross domestic product, by region and industry",New Zealand,Education and Training
2021,14507.0,6,"Gross domestic product, by region and industry",New Zealand,Education and Training
2022,15489.0,6,"Gross domestic product, by region and industry",New Zealand,Education and Training
2000,5344.0,6,"Gross domestic product, by region and industry",New Zealand,Health Care and Social Assistance
2001,5711.0,6,"Gross domestic product, by region and industry",New Zealand,Health Care and Social Assistance
2002,6171.0,6,"Gross domestic product, by region and industry",New Zealand,Health Care and Social Assistance
2003,6586.0,6,"Gross domestic product, by region and industry",New Zealand,Health Care and Social Assistance
2004,7195.0,6,"Gross domestic product, by region and industry",New Zealand,Health Care and Social Assistance
2005,7920.0,6,"Gross domestic product, by region and industry",New Zealand,Health Care and Social Assistance
2006,8733.0,6,"Gross domestic product, by region and industry",New Zealand,Health Care and Social Assistance
2007,9383.0,6,"Gross domestic product, by region and industry",New Zealand,Health Care and Social Assistance
2008,10319.0,6,"Gross domestic product, by region and industry",New Zealand,Health Care and Social Assistance
2009,11259.0,6,"Gross domestic product, by region and industry",New Zealand,Health Care and Social Assistance
2010,11958.0,6,"Gross domestic product, by region and industry",New Zealand,Health Care and Social Assistance
2011,12337.0,6,"Gross domestic product, by region and industry",New Zealand,Health Care and Social Assistance
2012,12665.0,6,"Gross domestic product, by region and industry",New Zealand,Health Care and Social Assistance
2013,13133.0,6,"Gross domestic product, by region and industry",New Zealand,Health Care and Social Assistance
2014,13473.0,6,"Gross domestic product, by region and industry",New Zealand,Health Care and Social Assistance
2015,14263.0,6,"Gross domestic product, by region and industry",New Zealand,Health Care and Social Assistance
2016,15164.0,6,"Gross domestic product, by region and industry",New Zealand,Health Care and Social Assistance
2017,15905.0,6,"Gross domestic product, by region and industry",New Zealand,Health Care and Social Assistance
2018,16708.0,6,"Gross domestic product, by region and industry",New Zealand,Health Care and Social Assistance
2019,18030.0,6,"Gross domestic product, by region and industry",New Zealand,Health Care and Social Assistance
2020,19447.0,6,"Gross domestic product, by region and industry",New Zealand,Health Care and Social Assistance
2021,21356.0,6,"Gross domestic product, by region and industry",New Zealand,Health Care and Social Assistance
2022,23665.0,6,"Gross domestic product, by region and industry",New Zealand,Health Care and Social Assistance
2000,105345.0,6,"Gross domestic product, by region and industry",New Zealand,Total All Industries
2001,111635.0,6,"Gross domestic product, by region and industry",New Zealand,Total All Industries
2002,119973.0,6,"Gross domestic product, by region and industry",New Zealand,Total All Industries
2003,125607.0,6,"Gross domestic product, by region and industry",New Zealand,Total All Industries
2004,134231.0,6,"Gross domestic product, by region and industry",New Zealand,Total All Industries
2005,143444.0,6,"Gross domestic product, by region and industry",New Zealand,Total All Industries
2006,151152.0,6,"Gross domestic product, by region and industry",New Zealand,Total All Industries
2007,158779.0,6,"Gross domestic product, by region and industry",New Zealand,Total All Industries
2008,172564.0,6,"Gross domestic product, by region and industry",New Zealand,Total All Industries
2009,175363.0,6,"Gross domestic product, by region and industry",New Zealand,Total All Industries
2010,180119.0,6,"Gross domestic product, by region and industry",New Zealand,Total All Industries
2011,187404.0,6,"Gross domestic product, by region and industry",New Zealand,Total All Industries
2012,195203.0,6,"Gross domestic product, by region and industry",New Zealand,Total All Industries
2013,199099.0,6,"Gross domestic product, by region and industry",New Zealand,Total All Industries
2014,213600.0,6,"Gross domestic product, by region and industry",New Zealand,Total All Industries
2015,222506.0,6,"Gross domestic product, by region and industry",New Zealand,Total All Industries
2016,233859.0,6,"Gross domestic product, by region and industry",New Zealand,Total All Industries
2017,247778.0,6,"Gross domestic product, by region and industry",New Zealand,Total All Industries
2018,265911.0,6,"Gross domestic product, by region and industry",New Zealand,Total All Industries
2019,280360.0,6,"Gross domestic product, by region and industry",New Zealand,Total All Industries
2020,295777.0,6,"Gross domestic product, by region and industry",New Zealand,Total All Industries
2021,301604.0,6,"Gross domestic product, by region and industry",New Zealand,Total All Industries
2022,329407.0,6,"Gross domestic product, by region and industry",New Zealand,Total All Industries
2000,7884.0,6,"Gross domestic product, by region and industry",New Zealand,"GST on Production, Import Duties and Other Taxes"
2001,8204.0,6,"Gross domestic product, by region and industry",New Zealand,"GST on Production, Import Duties and Other Taxes"
2002,8740.0,6,"Gross domestic product, by region and industry",New Zealand,"GST on Production, Import Duties and Other Taxes"
2003,9574.0,6,"Gross domestic product, by region and industry",New Zealand,"GST on Production, Import Duties and Other Taxes"
2004,10271.0,6,"Gross domestic product, by region and industry",New Zealand,"GST on Production, Import Duties and Other Taxes"
2005,11115.0,6,"Gross domestic product, by region and industry",New Zealand,"GST on Production, Import Duties and Other Taxes"
2006,11785.0,6,"Gross domestic product, by region and industry",New Zealand,"GST on Production, Import Duties and Other Taxes"
2007,13226.0,6,"Gross domestic product, by region and industry",New Zealand,"GST on Production, Import Duties and Other Taxes"
2008,14109.0,6,"Gross domestic product, by region and industry",New Zealand,"GST on Production, Import Duties and Other Taxes"
2009,14043.0,6,"Gross domestic product, by region and industry",New Zealand,"GST on Production, Import Duties and Other Taxes"
2010,14187.0,6,"Gross domestic product, by region and industry",New Zealand,"GST on Production, Import Duties and Other Taxes"
2011,15938.0,6,"Gross domestic product, by region and industry",New Zealand,"GST on Production, Import Duties and Other Taxes"
2012,17825.0,6,"Gross domestic product, by region and industry",New Zealand,"GST on Production, Import Duties and Other Taxes"
2013,18394.0,6,"Gross domestic product, by region and industry",New Zealand,"GST on Production, Import Duties and Other Taxes"
2014,19199.0,6,"Gross domestic product, by region and industry",New Zealand,"GST on Production, Import Duties and Other Taxes"
2015,20193.0,6,"Gross domestic product, by region and industry",New Zealand,"GST on Production, Import Duties and Other Taxes"
2016,21534.0,6,"Gross domestic product, by region and industry",New Zealand,"GST on Production, Import Duties and Other Taxes"
2017,23574.0,6,"Gross domestic product, by region and industry",New Zealand,"GST on Production, Import Duties and Other Taxes"
2018,24813.0,6,"Gross domestic product, by region and industry",New Zealand,"GST on Production, Import Duties and Other Taxes"
2019,25812.0,6,"Gross domestic product, by region and industry",New Zealand,"GST on Production, Import Duties and Other Taxes"
2020,27294.0,6,"Gross domestic product, by region and industry",New Zealand,"GST on Production, Import Duties and Other Taxes"
2021,26387.0,6,"Gross domestic product, by region and industry",New Zealand,"GST on Production, Import Duties and Other Taxes"
2022,29194.0,6,"Gross domestic product, by region and industry",New Zealand,"GST on Production, Import Duties and Other Taxes"
2000,113229.0,6,"Gross domestic product, by region and industry",New Zealand,Gross Domestic Product
2001,119839.0,6,"Gross domestic product, by region and industry",New Zealand,Gross Domestic Product
2002,128712.0,6,"Gross domestic product, by region and industry",New Zealand,Gross Domestic Product
2003,135181.0,6,"Gross domestic product, by region and industry",New Zealand,Gross Domestic Product
2004,144502.0,6,"Gross domestic product, by region and industry",New Zealand,Gross Domestic Product
2005,154559.0,6,"Gross domestic product, by region and industry",New Zealand,Gross Domestic Product
2006,162937.0,6,"Gross domestic product, by region and industry",New Zealand,Gross Domestic Product
2007,172005.0,6,"Gross domestic product, by region and industry",New Zealand,Gross Domestic Product
2008,186672.0,6,"Gross domestic product, by region and industry",New Zealand,Gross Domestic Product
2009,189406.0,6,"Gross domestic product, by region and industry",New Zealand,Gross Domestic Product
2010,194306.0,6,"Gross domestic product, by region and industry",New Zealand,Gross Domestic Product
2011,203342.0,6,"Gross domestic product, by region and industry",New Zealand,Gross Domestic Product
2012,213028.0,6,"Gross domestic product, by region and industry",New Zealand,Gross Domestic Product
2013,217493.0,6,"Gross domestic product, by region and industry",New Zealand,Gross Domestic Product
2014,232799.0,6,"Gross domestic product, by region and industry",New Zealand,Gross Domestic Product
2015,242699.0,6,"Gross domestic product, by region and industry",New Zealand,Gross Domestic Product
2016,255393.0,6,"Gross domestic product, by region and industry",New Zealand,Gross Domestic Product
2017,271352.0,6,"Gross domestic product, by region and industry",New Zealand,Gross Domestic Product
2018,290724.0,6,"Gross domestic product, by region and industry",New Zealand,Gross Domestic Product
2019,306172.0,6,"Gross domestic product, by region and industry",New Zealand,Gross Domestic Product
2020,323071.0,6,"Gross domestic product, by region and industry",New Zealand,Gross Domestic Product
2021,327991.0,6,"Gross domestic product, by region and industry",New Zealand,Gross Domestic Product
2022,358601.0,6,"Gross domestic product, by region and industry",New Zealand,Gross Domestic Product
2023,389145.0,6,"Gross domestic product, by region and industry",New Zealand,Gross Domestic Product
2000,19789.0,0,"Gross domestic product per person, by region",Northland,Total
2001,21959.0,0,"Gross domestic product per person, by region",Northland,Total
2002,23539.0,0,"Gross domestic product per person, by region",Northland,Total
2003,22566.0,0,"Gross domestic product per person, by region",Northland,Total
2004,23990.0,0,"Gross domestic product per person, by region",Northland,Total
2005,26230.0,0,"Gross domestic product per person, by region",Northland,Total
2006,28162.0,0,"Gross domestic product per person, by region",Northland,Total
2007,30602.0,0,"Gross domestic product per person, by region",Northland,Total
2008,32111.0,0,"Gross domestic product per person, by region",Northland,Total
2009,32504.0,0,"Gross domestic product per person, by region",Northland,Total
2010,30706.0,0,"Gross domestic product per person, by region",Northland,Total
2011,32490.0,0,"Gross domestic product per person, by region",Northland,Total
2012,32931.0,0,"Gross domestic product per person, by region",Northland,Total
2013,32615.0,0,"Gross domestic product per person, by region",Northland,Total
2014,35127.0,0,"Gross domestic product per person, by region",Northland,Total
2015,35599.0,0,"Gross domestic product per person, by region",Northland,Total
2016,37557.0,0,"Gross domestic product per person, by region",Northland,Total
2017,39351.0,0,"Gross domestic product per person, by region",Northland,Total
2018,41508.0,0,"Gross domestic product per person, by region",Northland,Total
2019,42159.0,0,"Gross domestic product per person, by region",Northland,Total
2020,43852.0,0,"Gross domestic product per person, by region",Northland,Total
2021,43163.0,0,"Gross domestic product per person, by region",Northland,Total
2022,47314.0,0,"Gross domestic product per person, by region",Northland,Total
2023,49710.0,0,"Gross domestic product per person, by region",Northland,Total
2000,33958.0,0,"Gross domestic product per person, by region",Auckland,Total
2001,34456.0,0,"Gross domestic product per person, by region",Auckland,Total
2002,36276.0,0,"Gross domestic product per person, by region",Auckland,Total
2003,38566.0,0,"Gross domestic product per person, by region",Auckland,Total
2004,40507.0,0,"Gross domestic product per person, by region",Auckland,Total
2005,42860.0,0,"Gross domestic product per person, by region",Auckland,Total
2006,44201.0,0,"Gross domestic product per person, by region",Auckland,Total
2007,44960.0,0,"Gross domestic product per person, by region",Auckland,Total
2008,47747.0,0,"Gross domestic product per person, by region",Auckland,Total
2009,46681.0,0,"Gross domestic product per person, by region",Auckland,Total
2010,47749.0,0,"Gross domestic product per person, by region",Auckland,Total
2011,49173.0,0,"Gross domestic product per person, by region",Auckland,Total
2012,51247.0,0,"Gross domestic product per person, by region",Auckland,Total
2013,52486.0,0,"Gross domestic product per person, by region",Auckland,Total
2014,54567.0,0,"Gross domestic product per person, by region",Auckland,Total
2015,57525.0,0,"Gross domestic product per person, by region",Auckland,Total
2016,61227.0,0,"Gross domestic product per person, by region",Auckland,Total
2017,63742.0,0,"Gross domestic product per person, by region",Auckland,Total
2018,66488.0,0,"Gross domestic product per person, by region",Auckland,Total
2019,68991.0,0,"Gross domestic product per person, by region",Auckland,Total
2020,70874.0,0,"Gross domestic product per person, by region",Auckland,Total
2021,71991.0,0,"Gross domestic product per person, by region",Auckland,Total
2022,79568.0,0,"Gross domestic product per person, by region",Auckland,Total
2023,86734.0,0,"Gross domestic product per person, by region",Auckland,Total
2000,25086.0,0,"Gross domestic product per person, by region",Waikato,Total
2001,28300.0,0,"Gross domestic product per person, by region",Waikato,Total
2002,30637.0,0,"Gross domestic product per person, by region",Waikato,Total
2003,29103.0,0,"Gross domestic product per person, by region",Waikato,Total
2004,31089.0,0,"Gross domestic product per person, by region",Waikato,Total
2005,32499.0,0,"Gross domestic product per person, by region",Waikato,Total
2006,34497.0,0,"Gross domestic product per person, by region",Waikato,Total
2007,37988.0,0,"Gross domestic product per person, by region",Waikato,Total
2008,39807.0,0,"Gross domestic product per person, by region",Waikato,Total
2009,41497.0,0,"Gross domestic product per person, by region",Waikato,Total
2010,40157.0,0,"Gross domestic product per person, by region",Waikato,Total
2011,42010.0,0,"Gross domestic product per person, by region",Waikato,Total
2012,44479.0,0,"Gross domestic product per person, by region",Waikato,Total
2013,43183.0,0,"Gross domestic product per person, by region",Waikato,Total
2014,47540.0,0,"Gross domestic product per person, by region",Waikato,Total
2015,46767.0,0,"Gross domestic product per person, by region",Waikato,Total
2016,47354.0,0,"Gross domestic product per person, by region",Waikato,Total
2017,49388.0,0,"Gross domestic product per person, by region",Waikato,Total
2018,52470.0,0,"Gross domestic product per person, by region",Waikato,Total
2019,55309.0,0,"Gross domestic product per person, by region",Waikato,Total
2020,57534.0,0,"Gross domestic product per person, by region",Waikato,Total
2021,58253.0,0,"Gross domestic product per person, by region",Waikato,Total
2022,62900.0,0,"Gross domestic product per person, by region",Waikato,Total
2023,67028.0,0,"Gross domestic product per person, by region",Waikato,Total
2000,23920.0,0,"Gross domestic product per person, by region",Bay of Plenty,Total
2001,25478.0,0,"Gross domestic product per person, by region",Bay of Plenty,Total
2002,26890.0,0,"Gross domestic product per person, by region",Bay of Plenty,Total
2003,27245.0,0,"Gross domestic product per person, by region",Bay of Plenty,Total
2004,28506.0,0,"Gross domestic product per person, by region",Bay of Plenty,Total
2005,30145.0,0,"Gross domestic product per person, by region",Bay of Plenty,Total
2006,31303.0,0,"Gross domestic product per person, by region",Bay of Plenty,Total
2007,34101.0,0,"Gross domestic product per person, by region",Bay of Plenty,Total
2008,36610.0,0,"Gross domestic product per person, by region",Bay of Plenty,Total
2009,35971.0,0,"Gross domestic product per person, by region",Bay of Plenty,Total
2010,36991.0,0,"Gross domestic product per person, by region",Bay of Plenty,Total
2011,38938.0,0,"Gross domestic product per person, by region",Bay of Plenty,Total
2012,40430.0,0,"Gross domestic product per person, by region",Bay of Plenty,Total
2013,41029.0,0,"Gross domestic product per person, by region",Bay of Plenty,Total
2014,42497.0,0,"Gross domestic product per person, by region",Bay of Plenty,Total
2015,42498.0,0,"Gross domestic product per person, by region",Bay of Plenty,Total
